"team","opponent","date","hca","points","fga","orb","tov","fta","opp_points","opp_fga","opp_orb","opp_tov","opp_fta"
"Baylor","Baylor",2024-11-10,-1,74,64,10,0,23,74,64,10,0,23
"Bellarmine","Bellarmine",2024-11-10,-1,82,66,13,0,25,82,66,13,0,25
"Berry","Berry",2024-11-10,-1,57,52,10,2,12,57,52,10,2,12
"Boise State","Colorado",2024-11-10,1,50,53,8,1,14,47,59,10,1,8
"Cal State Fullerton","Cal State Fullerton",2024-11-10,-1,52,52,12,1,16,52,52,12,1,16
"Central Connecticut","Central Connecticut",2024-11-10,-1,60,46,6,1,17,60,46,6,1,17
"Charleston Southern","Coastal Carolina",2024-11-10,1,53,64,14,0,13,97,79,14,0,7
"Cincinnati","Delaware State",2024-11-10,1,83,74,19,0,11,46,58,9,0,7
"Clinton College","Clinton College",2024-11-10,-1,42,50,15,2,15,42,50,15,2,15
"Coastal Carolina","Coastal Carolina",2024-11-10,-1,97,79,14,0,7,97,79,14,0,7
"Colgate","Colgate",2024-11-10,-1,63,57,8,1,16,63,57,8,1,16
"Colorado","Colorado",2024-11-10,-1,47,59,10,1,8,47,59,10,1,8
"Cornell","Cornell",2024-11-10,-1,56,53,15,0,17,56,53,15,0,17
"Davidson","Davidson",2024-11-10,-1,53,53,12,1,19,53,53,12,1,19
"Delaware State","Delaware State",2024-11-10,-1,46,58,9,0,7,46,58,9,0,7
"Duke","Duke",2024-11-10,-1,80,73,15,1,26,80,73,15,1,26
"Duquesne","Duquesne",2024-11-10,-1,83,65,8,2,12,83,65,8,2,12
"East Carolina","East Carolina",2024-11-10,-1,51,61,11,1,21,51,61,11,1,21
"Eastern Illinois","Eastern Illinois",2024-11-10,-1,56,57,10,2,7,56,57,10,2,7
"Eastern Kentucky","Eastern Kentucky",2024-11-10,-1,70,74,21,0,10,70,74,21,0,10
"Evansville","Wright State",2024-11-10,1,65,58,13,0,26,63,67,8,0,23
"Fairleigh Dickinson","Fairleigh Dickinson",2024-11-10,-1,63,56,14,0,12,63,56,14,0,12
"Furman","Furman",2024-11-10,-1,46,55,9,0,14,46,55,9,0,14
"Georgetown","Georgetown",2024-11-10,-1,61,56,12,1,16,61,56,12,1,16
"Georgia","Furman",2024-11-10,1,74,66,14,0,22,46,55,9,0,14
"Georgia State","Berry",2024-11-10,1,79,75,15,0,11,57,52,10,2,12
"Gonzaga","Gonzaga",2024-11-10,-1,58,55,10,1,18,58,55,10,1,18
"Harvard","Harvard",2024-11-10,-1,53,59,14,1,13,53,59,14,1,13
"High Point","Davidson",2024-11-10,1,56,47,6,1,20,53,53,12,1,19
"Hood College","Hood College",2024-11-10,-1,21,49,11,5,7,21,49,11,5,7
"Howard","VCU",2024-11-10,1,48,61,15,0,16,72,49,12,0,26
"Idaho","Idaho",2024-11-10,-1,60,65,19,1,19,60,65,19,1,19
"Illinois","Marquette",2024-11-10,1,65,58,11,2,35,53,53,7,0,17
"Iowa","Virginia Tech",2024-11-10,1,71,63,14,0,14,52,59,8,0,7
"Iowa State","Southern",2024-11-10,1,84,61,12,0,22,56,64,4,1,9
"James Madison","East Carolina",2024-11-10,1,57,49,10,1,21,51,61,11,1,21
"Le Moyne","Rhode Island",2024-11-10,1,51,53,10,0,17,76,69,15,0,6
"Lehigh","Lehigh",2024-11-10,-1,85,62,11,1,10,85,62,11,1,10
"Lincoln (CA)","Lincoln (CA)",2024-11-10,-1,55,55,5,0,17,55,55,5,0,17
"Long Island University","Cal State Fullerton",2024-11-10,1,63,54,15,1,18,52,52,12,1,16
"Longwood","Hood College",2024-11-10,1,102,81,28,0,18,21,49,11,5,7
"Louisiana Tech","UT Arlington",2024-11-10,1,71,56,13,1,26,60,69,15,0,19
"Loyola Maryland","UMBC",2024-11-10,1,54,51,11,0,9,46,42,6,1,11
"Maine","Pennsylvania",2024-11-10,1,52,53,9,2,3,56,53,14,0,12
"Marist","Cornell",2024-11-10,1,62,51,2,1,5,56,53,15,0,17
"Marquette","Marquette",2024-11-10,-1,53,53,7,0,17,53,53,7,0,17
"Marshall","Northern Kentucky",2024-11-10,1,78,65,14,0,17,80,69,9,1,5
"Maryland","Duke",2024-11-10,1,85,66,14,0,24,80,73,15,1,26
"Massachusetts","Central Connecticut",2024-11-10,1,66,64,9,0,12,60,46,6,1,17
"McNeese","North American",2024-11-10,1,77,63,21,2,24,52,58,10,3,27
"Memphis","Samford",2024-11-10,1,88,74,14,1,22,75,62,14,1,29
"Miami (OH)","Miami (OH)",2024-11-10,-1,66,56,13,0,17,66,56,13,0,17
"Mississippi State","Alcorn State",2024-11-10,1,73,56,11,0,19,45,53,9,1,14
"Missouri","Norfolk State",2024-11-10,1,54,55,8,2,8,57,58,11,0,7
"Missouri State","Tulsa",2024-11-10,1,63,53,17,0,32,61,58,12,0,22
"Montana","Southeastern",2024-11-10,1,72,54,12,1,11,60,55,3,2,9
"Morehead State","Morehead State",2024-11-10,-1,41,50,9,0,27,41,50,9,0,27
"Mount St. Mary's","Fairleigh Dickinson",2024-11-10,1,59,50,6,0,13,63,56,14,0,12
"NC State","NC State",2024-11-10,-1,57,53,3,0,10,57,53,3,0,10
"NJIT","NJIT",2024-11-10,-1,84,70,13,1,23,84,70,13,1,23
"New Orleans","New Orleans",2024-11-10,-1,52,65,8,2,13,52,65,8,2,13
"Norfolk State","Norfolk State",2024-11-10,-1,57,58,11,0,7,57,58,11,0,7
"North Alabama","North Alabama",2024-11-10,-1,64,56,12,0,14,64,56,12,0,14
"North American","North American",2024-11-10,-1,52,58,10,3,27,52,58,10,3,27
"North Dakota State","Eastern Illinois",2024-11-10,1,65,53,13,0,25,56,57,10,2,7
"Northern Illinois","St. Thomas-Minnesota",2024-11-10,1,68,56,7,0,11,75,67,10,0,15
"Northern Kentucky","Northern Kentucky",2024-11-10,-1,80,69,9,1,5,80,69,9,1,5
"Northwestern","Lehigh",2024-11-10,1,68,62,12,0,16,85,62,11,1,10
"Notre Dame","Notre Dame",2024-11-10,-1,102,77,18,0,20,102,77,18,0,20
"Ohio","Bellarmine",2024-11-10,1,50,56,11,0,25,82,66,13,0,25
"Ole Miss","Arkansas-Pine Bluff",2024-11-10,1,85,69,21,0,19,24,61,13,5,4
"Omaha","Western Illinois",2024-11-10,1,83,61,13,0,19,89,62,8,0,16
"Oregon","Baylor",2024-11-10,1,76,58,7,0,16,74,64,10,0,23
"Paine","Paine",2024-11-10,-1,32,55,15,1,23,32,55,15,1,23
"Penn State","Duquesne",2024-11-10,1,92,58,15,3,30,83,65,8,2,12
"Pennsylvania","Pennsylvania",2024-11-10,-1,56,53,14,0,12,56,53,14,0,12
"Purdue","Notre Dame",2024-11-10,1,58,68,8,0,11,102,77,18,0,20
"Quinnipiac","Harvard",2024-11-10,1,76,51,9,2,25,53,59,14,1,13
"Radford","Western Carolina",2024-11-10,1,53,56,14,0,20,55,53,15,0,17
"Rhode Island","Rhode Island",2024-11-10,-1,76,69,15,0,6,76,69,15,0,6
"Rutgers","NJIT",2024-11-10,1,94,75,28,0,42,84,70,13,1,23
"Sacramento State","Lincoln (CA)",2024-11-10,1,88,66,15,0,12,55,55,5,0,17
"Saint Joseph's","Saint Joseph's",2024-11-10,-1,84,64,14,0,11,84,64,14,0,11
"Samford","Samford",2024-11-10,-1,75,62,14,1,29,75,62,14,1,29
"Siena","Siena",2024-11-10,-1,51,59,6,1,13,51,59,6,1,13
"South Carolina","NC State",2024-11-10,1,71,64,11,0,6,57,53,3,0,10
"South Florida","South Florida",2024-11-10,-1,49,58,12,0,12,49,58,12,0,12
"Southeast Missouri State","Southeast Missouri State",2024-11-10,-1,47,61,6,2,17,47,61,6,2,17
"Southeastern","Southeastern",2024-11-10,-1,60,55,3,2,9,60,55,3,2,9
"Southern","Southern",2024-11-10,-1,56,64,4,1,9,56,64,4,1,9
"Southern Illinois","Eastern Kentucky",2024-11-10,1,49,60,12,0,14,70,74,21,0,10
"St. Thomas-Minnesota","St. Thomas-Minnesota",2024-11-10,-1,75,67,10,0,15,75,67,10,0,15
"Stanford","Gonzaga",2024-11-10,1,89,65,9,1,17,58,55,10,1,18
"Syracuse","Saint Joseph's",2024-11-10,1,70,56,15,0,17,84,64,14,0,11
"TCU","New Orleans",2024-11-10,1,107,84,20,0,13,52,65,8,2,13
"Tennessee Tech","North Alabama",2024-11-10,1,73,50,11,1,30,64,56,12,0,14
"Texas","Southeast Missouri State",2024-11-10,1,119,82,19,0,30,47,61,6,2,17
"Texas A&M","Western Michigan",2024-11-10,1,86,56,8,0,19,38,60,13,1,10
"Troy","Troy",2024-11-10,-1,71,75,17,0,18,71,75,17,0,18
"Tulsa","Tulsa",2024-11-10,-1,61,58,12,0,22,61,58,12,0,22
"UC San Diego","Arizona",2024-11-10,1,54,51,8,0,20,65,57,9,1,17
"UCLA","Colgate",2024-11-10,1,81,59,7,0,12,63,57,8,1,16
"UConn","South Florida",2024-11-10,1,86,57,6,1,6,49,58,12,0,12
"UMBC","UMBC",2024-11-10,-1,46,42,6,1,11,46,42,6,1,11
"UNC Wilmington","Clinton College",2024-11-10,1,79,70,14,0,17,42,50,15,2,15
"UT Arlington","UT Arlington",2024-11-10,-1,60,69,15,0,19,60,69,15,0,19
"UTEP","Morehead State",2024-11-10,1,68,67,17,0,13,41,50,9,0,27
"VCU","VCU",2024-11-10,-1,72,49,12,0,26,72,49,12,0,26
"Villanova","Wake Forest",2024-11-10,1,64,53,2,0,17,56,55,9,0,12
"Virginia Tech","Virginia Tech",2024-11-10,-1,52,59,8,0,7,52,59,8,0,7
"Wake Forest","Wake Forest",2024-11-10,-1,56,55,9,0,12,56,55,9,0,12
"Washington","Siena",2024-11-10,1,94,66,10,0,10,51,59,6,1,13
"Washington State","Idaho",2024-11-10,1,71,63,10,0,28,60,65,19,1,19
"Western Carolina","Western Carolina",2024-11-10,-1,55,53,15,0,17,55,53,15,0,17
"Western Illinois","Western Illinois",2024-11-10,-1,89,62,8,0,16,89,62,8,0,16
"Western Michigan","Western Michigan",2024-11-10,-1,38,60,13,1,10,38,60,13,1,10
"Winthrop","Paine",2024-11-10,1,111,87,20,2,13,32,55,15,1,23
"Wisconsin","Georgetown",2024-11-10,1,79,64,14,1,13,61,56,12,1,16
"Wright State","Wright State",2024-11-10,-1,63,67,8,0,23,63,67,8,0,23
"Xavier","Miami (OH)",2024-11-10,1,71,48,1,1,15,66,56,13,0,17
"Abilene Christian","Stephen F. Austin",2024-11-12,1,65,67,14,1,11,68,50,9,1,25
"Alabama A&M","UAB",2024-11-12,1,67,63,12,1,19,74,57,13,2,25
"Arizona","UNLV",2024-11-12,1,75,47,6,1,18,66,63,16,1,14
"Arkansas Baptist","Arkansas Baptist",2024-11-12,-1,27,41,7,0,19,27,41,7,0,19
"Army","Oakland",2024-11-12,1,58,53,10,0,17,54,57,8,0,10
"Bethune-Cookman","Bethune-Cookman",2024-11-12,-1,50,53,13,0,27,50,53,13,0,27
"Boston University","Emmanuel (MA)",2024-11-12,1,71,56,11,1,8,38,49,10,1,3
"Bowling Green","Bowling Green",2024-11-12,-1,68,75,19,0,9,68,75,19,0,9
"Bradley","Bradley",2024-11-12,-1,56,62,8,1,11,56,62,8,1,11
"Bryant","Bryant",2024-11-12,-1,59,61,11,0,7,59,61,11,0,7
"Cal Poly","Cal Poly",2024-11-12,-1,57,44,10,2,21,57,44,10,2,21
"Cal State Northridge","Cal State Northridge",2024-11-12,-1,39,46,9,1,12,39,46,9,1,12
"Central Connecticut","Bryant",2024-11-12,1,48,54,10,0,13,59,61,11,0,7
"Charleston Southern","Charleston Southern",2024-11-12,-1,44,66,11,1,13,44,66,11,1,13
"Charlotte","Charlotte",2024-11-12,-1,53,54,14,4,16,53,54,14,4,16
"Chicago State","Chicago State",2024-11-12,-1,35,64,11,1,8,35,64,11,1,8
"Cleveland State","Bowling Green",2024-11-12,1,75,53,7,0,30,68,75,19,0,9
"Colorado","Nevada",2024-11-12,1,75,57,18,3,20,59,52,10,2,13
"Coppin State","St. Francis (PA)",2024-11-12,1,74,60,6,0,17,38,46,10,3,15
"Corban University","Corban University",2024-11-12,-1,41,52,10,2,9,41,52,10,2,9
"Davis & Elkins","Davis & Elkins",2024-11-12,-1,51,55,9,2,17,51,55,9,2,17
"DePaul","DePaul",2024-11-12,-1,75,55,15,2,20,75,55,15,2,20
"Defiance","Defiance",2024-11-12,-1,31,45,7,2,13,31,45,7,2,13
"Delaware","Temple",2024-11-12,1,56,57,10,1,18,67,66,14,0,13
"Dickinson State (ND)","Dickinson State (ND)",2024-11-12,-1,58,67,15,0,9,58,67,15,0,9
"East Tennessee State","East Tennessee State",2024-11-12,-1,44,47,10,1,11,44,47,10,1,11
"East Texas A&M","LeTourneau",2024-11-12,1,104,69,11,0,18,33,62,13,1,10
"Emmanuel (MA)","Emmanuel (MA)",2024-11-12,-1,38,49,10,1,3,38,49,10,1,3
"Fairfield","Richmond",2024-11-12,1,39,54,10,0,2,62,54,11,0,14
"Florida","Chicago State",2024-11-12,1,104,78,17,0,21,35,64,11,1,8
"Fordham","Fordham",2024-11-12,-1,44,43,11,1,16,44,43,11,1,16
"Gardner-Webb","East Tennessee State",2024-11-12,1,42,56,14,0,9,44,47,10,1,11
"George Mason","Monmouth",2024-11-12,1,89,63,10,0,21,66,43,7,4,19
"Georgia Southern","Bethune-Cookman",2024-11-12,1,54,64,22,0,23,50,53,13,0,27
"Hofstra","Yale",2024-11-12,1,75,55,10,0,18,61,60,14,2,16
"Illinois State","Illinois State",2024-11-12,-1,71,63,11,0,7,71,63,11,0,7
"Indiana State","Indiana State",2024-11-12,-1,68,60,15,0,18,68,60,15,0,18
"Iona","Navy",2024-11-12,1,53,69,20,2,8,55,55,12,0,14
"Kansas City","Kansas City",2024-11-12,-1,43,58,10,2,15,43,58,10,2,15
"Kentucky","Wofford",2024-11-12,1,76,65,14,0,9,42,69,16,2,14
"LSU","Charleston Southern",2024-11-12,1,117,78,25,1,25,44,66,11,1,13
"LeTourneau","LeTourneau",2024-11-12,-1,33,62,13,1,10,33,62,13,1,10
"Lindenwood","Bradley",2024-11-12,1,64,48,3,0,20,56,62,8,1,11
"Long Island University","Rider",2024-11-12,1,54,57,19,0,29,66,46,8,2,25
"Louisville","Louisville",2024-11-12,-1,86,54,14,0,29,86,54,14,0,29
"Loyola Chicago","DePaul",2024-11-12,1,60,46,9,0,16,75,55,15,2,20
"Mercer","Western Kentucky",2024-11-12,1,54,56,10,0,18,78,65,13,1,13
"Mercyhurst","Davis & Elkins",2024-11-12,1,67,54,8,0,12,51,55,9,2,17
"Middle Tennessee","Middle Tennessee",2024-11-12,-1,75,51,6,2,28,75,51,6,2,28
"Minnesota","UMass Lowell",2024-11-12,1,82,69,22,0,21,37,56,11,0,5
"Missouri","Tulane",2024-11-12,1,60,55,13,3,15,52,49,12,1,16
"Monmouth","Monmouth",2024-11-12,-1,66,43,7,4,19,66,43,7,4,19
"Montana State","Cal Poly",2024-11-12,1,75,65,16,1,15,57,44,10,2,21
"Murray State","Southern Indiana",2024-11-12,1,75,69,17,0,17,82,69,8,1,26
"Navy","Navy",2024-11-12,-1,55,55,12,0,14,55,55,12,0,14
"Nebraska","Southern",2024-11-12,1,84,55,18,0,36,58,59,11,0,10
"Nevada","Nevada",2024-11-12,-1,59,52,10,2,13,59,52,10,2,13
"New Mexico","New Mexico",2024-11-12,-1,68,51,7,0,24,68,51,7,0,24
"New Orleans","New Orleans",2024-11-12,-1,48,58,12,0,25,48,58,12,0,25
"North Carolina","North Carolina",2024-11-12,-1,66,59,7,0,11,66,59,7,0,11
"North Carolina A&T","North Carolina",2024-11-12,1,47,50,10,2,15,66,59,7,0,11
"North Dakota","Dickinson State (ND)",2024-11-12,1,77,56,8,0,25,58,67,15,0,9
"North Texas","North Texas",2024-11-12,-1,35,49,8,3,19,35,49,8,3,19
"Northwest Nazarene","Northwest Nazarene",2024-11-12,-1,52,59,13,0,4,52,59,13,0,4
"Northwestern State","Arkansas Baptist",2024-11-12,1,98,74,22,1,14,27,41,7,0,19
"Oakland","Oakland",2024-11-12,-1,54,57,8,0,10,54,57,8,0,10
"Ohio State","Charlotte",2024-11-12,1,94,61,11,0,28,53,54,14,4,16
"Oregon","North Texas",2024-11-12,1,66,60,10,0,9,35,49,8,3,19
"Oregon State","Northwest Nazarene",2024-11-12,1,80,60,15,2,22,52,59,13,0,4
"Pepperdine","Pepperdine",2024-11-12,-1,54,59,11,0,13,54,59,11,0,13
"Pittsburgh","Pittsburgh",2024-11-12,-1,54,58,18,3,15,54,58,18,3,15
"Portland","Corban University",2024-11-12,1,108,79,19,0,23,41,52,10,2,9
"Portland State","Portland State",2024-11-12,-1,56,64,8,0,7,56,64,8,0,7
"Providence","Providence",2024-11-12,-1,58,45,8,0,15,58,45,8,0,15
"Purdue Fort Wayne","Defiance",2024-11-12,1,104,73,15,1,16,31,45,7,2,13
"Richmond","Richmond",2024-11-12,-1,62,54,11,0,14,62,54,11,0,14
"Rider","Rider",2024-11-12,-1,66,46,8,2,25,66,46,8,2,25
"SMU","Western Michigan",2024-11-12,1,72,64,17,0,21,44,39,7,1,10
"Saint Louis","Illinois State",2024-11-12,1,78,65,15,1,12,71,63,11,0,7
"San Diego","San Diego",2024-11-12,-1,66,59,14,0,24,66,59,14,0,24
"San Francisco","Portland State",2024-11-12,1,62,56,13,0,26,56,64,8,0,7
"San Francisco State","San Francisco State",2024-11-12,-1,65,53,9,0,23,65,53,9,0,23
"San José State","San Francisco State",2024-11-12,1,92,72,15,1,18,65,53,9,0,23
"Seton Hall","Fordham",2024-11-12,1,67,62,20,0,23,44,43,11,1,16
"Southern","Southern",2024-11-12,-1,58,59,11,0,10,58,59,11,0,10
"Southern Indiana","Southern Indiana",2024-11-12,-1,82,69,8,1,26,82,69,8,1,26
"St. Bonaventure","St. Bonaventure",2024-11-12,-1,52,57,11,0,19,52,57,11,0,19
"St. Francis (PA)","St. Francis (PA)",2024-11-12,-1,38,46,10,3,15,38,46,10,3,15
"Stephen F. Austin","Stephen F. Austin",2024-11-12,-1,68,50,9,1,25,68,50,9,1,25
"Sul Ross State","Sul Ross State",2024-11-12,-1,54,67,13,0,8,54,67,13,0,8
"Tarleton State","New Orleans",2024-11-12,1,57,58,13,1,11,48,58,12,0,25
"Temple","Temple",2024-11-12,-1,67,66,14,0,13,67,66,14,0,13
"Tennessee","Middle Tennessee",2024-11-12,1,89,73,19,0,19,75,51,6,2,28
"Texas A&M-Corpus Christi","Sul Ross State",2024-11-12,1,98,63,13,0,23,54,67,13,0,8
"Texas Tech","New Mexico",2024-11-12,1,75,66,16,0,20,68,51,7,0,24
"Trinity Christian (IL)","Trinity Christian (IL)",2024-11-12,-1,40,46,7,1,26,40,46,7,1,26
"Tulane","Tulane",2024-11-12,-1,52,49,12,1,16,52,49,12,1,16
"UAB","UAB",2024-11-12,-1,74,57,13,2,25,74,57,13,2,25
"UCLA","Pepperdine",2024-11-12,1,91,71,23,0,14,54,59,11,0,13
"UMass Lowell","UMass Lowell",2024-11-12,-1,37,56,11,0,5,37,56,11,0,5
"UNLV","UNLV",2024-11-12,-1,66,63,16,1,14,66,63,16,1,14
"USC","Cal State Northridge",2024-11-12,1,124,79,15,1,16,39,46,9,1,12
"UT Martin","Louisville",2024-11-12,1,64,67,19,0,24,86,54,14,0,29
"Valparaiso","Trinity Christian (IL)",2024-11-12,1,81,67,12,0,18,40,46,7,1,26
"Vermont","Providence",2024-11-12,1,53,50,10,0,12,58,45,8,0,15
"Weber State","San Diego",2024-11-12,1,63,61,13,0,18,66,59,14,0,24
"West Virginia","Pittsburgh",2024-11-12,1,82,68,18,1,27,54,58,18,3,15
"Western Illinois","Kansas City",2024-11-12,1,62,52,14,3,23,43,58,10,2,15
"Western Kentucky","Western Kentucky",2024-11-12,-1,78,65,13,1,13,78,65,13,1,13
"Western Michigan","Western Michigan",2024-11-12,-1,44,39,7,1,10,44,39,7,1,10
"Wofford","Wofford",2024-11-12,-1,42,69,16,2,14,42,69,16,2,14
"Wright State","Indiana State",2024-11-12,1,51,62,14,0,7,68,60,15,0,18
"Yale","Yale",2024-11-12,-1,61,60,14,2,16,61,60,14,2,16
"Youngstown State","St. Bonaventure",2024-11-12,1,60,60,12,0,11,52,57,11,0,19
"Akron","Robert Morris",2024-11-13,1,53,61,12,0,9,59,49,9,1,15
"Alabama","Norfolk State",2024-11-13,1,68,64,13,0,15,58,62,12,0,7
"Alabama State","Alabama State",2024-11-13,-1,29,49,9,4,5,29,49,9,4,5
"American University","Longwood",2024-11-13,1,41,58,14,1,6,59,76,21,0,6
"Arkansas State","Mississippi Valley State",2024-11-13,1,114,79,14,0,22,54,65,20,1,20
"BYU","Colorado State",2024-11-13,1,69,61,7,0,15,55,58,6,0,15
"Ball State","Memphis",2024-11-13,1,95,88,17,0,12,66,59,5,0,17
"Brown","Holy Cross",2024-11-13,1,53,62,12,0,10,68,60,11,1,9
"Bucknell","Bucknell",2024-11-13,-1,56,66,15,0,13,56,66,15,0,13
"Buffalo","Buffalo",2024-11-13,-1,56,49,5,9,22,56,49,5,9,22
"Butler","Indiana",2024-11-13,1,56,57,11,2,14,46,50,6,1,6
"Charleston","North Carolina Central",2024-11-13,1,84,76,19,0,34,54,58,14,0,22
"Cincinnati","Davidson",2024-11-13,1,68,60,13,0,24,50,51,8,1,6
"Coastal Carolina","UNC Greensboro",2024-11-13,1,69,58,11,2,8,62,58,11,3,8
"Colorado State","Colorado State",2024-11-13,-1,55,58,6,0,15,55,58,6,0,15
"Dartmouth","UAlbany",2024-11-13,1,53,49,9,4,6,58,63,19,1,8
"Davidson","Davidson",2024-11-13,-1,50,51,8,1,6,50,51,8,1,6
"Drexel","La Salle",2024-11-13,1,73,62,16,0,18,40,55,16,0,16
"Edward Waters","Edward Waters",2024-11-13,-1,38,53,8,1,9,38,53,8,1,9
"Elon","Elon",2024-11-13,-1,56,66,18,1,17,56,66,18,1,17
"Fairleigh Dickinson","Bucknell",2024-11-13,1,67,49,9,0,19,56,66,15,0,13
"Florida Atlantic","North Florida",2024-11-13,1,50,59,17,0,22,41,62,15,1,8
"Florida International","Jacksonville",2024-11-13,1,54,58,16,0,23,72,63,17,0,21
"Fresno State","Southern Utah",2024-11-13,1,67,55,13,0,25,59,58,12,0,6
"Grambling","Grambling",2024-11-13,-1,61,58,11,0,18,61,58,11,0,18
"Green Bay","Green Bay",2024-11-13,-1,74,48,8,1,23,74,48,8,1,23
"Holy Cross","Holy Cross",2024-11-13,-1,68,60,11,1,9,68,60,11,1,9
"Howard","Howard",2024-11-13,-1,39,52,16,2,13,39,52,16,2,13
"Idaho","Walla Walla",2024-11-13,1,76,70,12,0,12,51,62,11,2,12
"Indiana","Indiana",2024-11-13,-1,46,50,6,1,6,46,50,6,1,6
"Iowa","Toledo",2024-11-13,1,94,54,6,0,32,57,67,13,4,10
"Jacksonville","Jacksonville",2024-11-13,-1,72,63,17,0,21,72,63,17,0,21
"James Madison","James Madison",2024-11-13,-1,46,69,17,1,18,46,69,17,1,18
"Jarvis Christian","Jarvis Christian",2024-11-13,-1,62,76,17,4,29,62,76,17,4,29
"La Salle","La Salle",2024-11-13,-1,40,55,16,0,16,40,55,16,0,16
"Lafayette","Lafayette",2024-11-13,-1,41,51,5,1,13,41,51,5,1,13
"Lamar","Lamar",2024-11-13,-1,58,40,8,1,22,58,40,8,1,22
"Longwood","Longwood",2024-11-13,-1,59,76,21,0,6,59,76,21,0,6
"Loyola Maryland","St. John's",2024-11-13,1,61,47,11,1,20,69,46,6,0,23
"Loyola Marymount","Loyola Marymount",2024-11-13,-1,71,68,9,0,11,71,68,9,0,11
"Maine","Maine",2024-11-13,-1,57,54,7,0,5,57,54,7,0,5
"Marist","Lafayette",2024-11-13,1,73,59,9,0,4,41,51,5,1,13
"Marshall","Elon",2024-11-13,1,65,57,18,0,20,56,66,18,1,17
"Maryland","Maryland",2024-11-13,-1,84,59,16,0,24,84,59,16,0,24
"Maryland Eastern Shore","Buffalo",2024-11-13,1,46,56,16,8,16,56,49,5,9,22
"Memphis","Memphis",2024-11-13,-1,66,59,5,0,17,66,59,5,0,17
"Mississippi State","Alabama State",2024-11-13,1,83,64,18,0,17,29,49,9,4,5
"Mississippi Valley State","Mississippi Valley State",2024-11-13,-1,54,65,20,1,20,54,65,20,1,20
"Missouri State","Missouri State",2024-11-13,-1,82,60,15,1,25,82,60,15,1,25
"Mount St. Mary's","Howard",2024-11-13,1,35,52,6,7,10,39,52,16,2,13
"NJIT","Sacred Heart",2024-11-13,1,73,61,15,1,29,52,68,21,0,25
"Nicholls","Grambling",2024-11-13,1,76,52,9,3,27,61,58,11,0,18
"Norfolk State","Norfolk State",2024-11-13,-1,58,62,12,0,7,58,62,12,0,7
"North Carolina Central","North Carolina Central",2024-11-13,-1,54,58,14,0,22,54,58,14,0,22
"North Florida","North Florida",2024-11-13,-1,41,62,15,1,8,41,62,15,1,8
"Notre Dame","James Madison",2024-11-13,1,92,70,14,1,25,46,69,17,1,18
"Oklahoma","Western Carolina",2024-11-13,1,122,76,16,1,20,56,62,8,2,16
"Park University Gilbert","Park University Gilbert",2024-11-13,-1,37,57,12,1,11,37,57,12,1,11
"Pennsylvania","Siena",2024-11-13,1,78,65,17,0,12,47,53,11,1,7
"Prairie View A&M","Jarvis Christian",2024-11-13,1,105,78,20,3,27,62,76,17,4,29
"Princeton","Villanova",2024-11-13,1,70,53,12,0,26,61,50,9,2,21
"Queens University","Winthrop",2024-11-13,1,52,66,15,0,12,69,61,16,2,27
"Radford","Radford",2024-11-13,-1,41,53,8,0,9,41,53,8,0,9
"Regis","Regis",2024-11-13,-1,57,65,12,1,13,57,65,12,1,13
"Rhode Island","Maine",2024-11-13,1,53,45,9,0,18,57,54,7,0,5
"Robert Morris","Robert Morris",2024-11-13,-1,59,49,9,1,15,59,49,9,1,15
"Sacred Heart","Sacred Heart",2024-11-13,-1,52,68,21,0,25,52,68,21,0,25
"Siena","Siena",2024-11-13,-1,47,53,11,1,7,47,53,11,1,7
"South Carolina State","South Carolina Upstate",2024-11-13,1,52,64,25,1,36,60,49,6,2,17
"South Carolina Upstate","South Carolina Upstate",2024-11-13,-1,60,49,6,2,17,60,49,6,2,17
"South Dakota","Loyola Marymount",2024-11-13,1,67,67,14,1,10,71,68,9,0,11
"South Dakota State","Wisconsin",2024-11-13,1,79,58,11,0,17,57,56,3,1,12
"Southern Illinois","UL Monroe",2024-11-13,1,66,53,7,2,17,79,62,18,1,29
"Southern Utah","Southern Utah",2024-11-13,-1,59,58,12,0,6,59,58,12,0,6
"St. John's","St. John's",2024-11-13,-1,69,46,6,0,23,69,46,6,0,23
"Stanford","UC Davis",2024-11-13,1,69,59,14,0,14,56,49,4,0,16
"Stetson","Edward Waters",2024-11-13,1,76,70,15,1,13,38,53,8,1,9
"Stonehill","Stonehill",2024-11-13,-1,89,66,12,1,20,89,66,12,1,20
"Syracuse","Maryland",2024-11-13,1,73,67,15,2,10,84,59,16,0,24
"TCU","Texas State",2024-11-13,1,90,65,10,1,5,31,50,9,4,16
"Texas","Lamar",2024-11-13,1,95,62,14,0,33,58,40,8,1,22
"Texas State","Texas State",2024-11-13,-1,31,50,9,4,16,31,50,9,4,16
"Toledo","Toledo",2024-11-13,-1,57,67,13,4,10,57,67,13,4,10
"UAlbany","UAlbany",2024-11-13,-1,58,63,19,1,8,58,63,19,1,8
"UC Davis","UC Davis",2024-11-13,-1,56,49,4,0,16,56,49,4,0,16
"UIC","Green Bay",2024-11-13,1,71,54,11,1,12,74,48,8,1,23
"UL Monroe","UL Monroe",2024-11-13,-1,79,62,18,1,29,79,62,18,1,29
"UNC Asheville","UNC Asheville",2024-11-13,-1,62,63,15,0,15,62,63,15,0,15
