"team","opponent","date","hca","points","fga","orb","tov","fta","opp_points","opp_fga","opp_orb","opp_tov","opp_fta"
"Alabama A&M","Alabama A&M",2024-11-30,-1,78,55,11,1,26,78,55,11,1,26
"Alabama State","Alabama State",2024-11-30,-1,24,42,9,1,9,24,42,9,1,9
"Arkansas","Bowling Green",2024-11-30,1,78,56,3,1,14,79,69,16,4,7
"Auburn","Auburn",2024-11-30,-1,60,58,12,0,14,60,58,12,0,14
"Austin Peay","Manhattan",2024-11-30,1,46,54,9,0,10,61,56,13,0,6
"Bellarmine","Bellarmine",2024-11-30,-1,72,63,14,0,25,72,63,14,0,25
"Belmont","Davidson",2024-11-30,1,69,52,4,1,17,59,56,12,0,10
"Bethune-Cookman","Mercer",2024-11-30,1,64,64,15,1,17,70,54,12,2,30
"Binghamton","Loyola Maryland",2024-11-30,1,62,46,12,2,20,46,49,12,1,16
"Boise State","West Virginia",2024-11-30,1,47,51,8,0,10,82,67,12,0,13
"Bowling Green","Bowling Green",2024-11-30,-1,79,69,16,4,7,79,69,16,4,7
"Brown","Brown",2024-11-30,-1,69,60,5,0,13,69,60,5,0,13
"Buffalo","St. Bonaventure",2024-11-30,1,74,66,15,1,14,46,53,11,2,16
"Butler","Texas",2024-11-30,1,59,42,5,3,21,94,67,20,0,30
"California Baptist","Pennsylvania",2024-11-30,1,51,66,8,0,14,64,63,8,1,14
"Central Michigan","Portland",2024-11-30,1,58,53,12,0,13,68,55,11,1,28
"Chattanooga","Chattanooga",2024-11-30,-1,53,46,5,0,7,53,46,5,0,7
"Christopher Newport University","Christopher Newport University",2024-11-30,-1,58,74,15,0,16,58,74,15,0,16
"Cleveland State","Cleveland State",2024-11-30,-1,79,53,9,1,27,79,53,9,1,27
"Colgate","Akron",2024-11-30,1,62,61,13,0,16,45,49,7,1,8
"Colorado","Louisville",2024-11-30,1,71,48,10,0,23,79,59,16,0,23
"Colorado State","Brown",2024-11-30,1,63,46,2,2,21,69,60,5,0,13
"Coppin State","Stephen F. Austin",2024-11-30,1,60,58,19,0,20,81,47,5,0,22
"Davidson","Davidson",2024-11-30,-1,59,56,12,0,10,59,56,12,0,10
"Delaware","Delaware",2024-11-30,-1,65,55,7,2,27,65,55,7,2,27
"Denver","UC Irvine",2024-11-30,1,60,47,7,4,18,50,53,14,1,17
"Drake","Washington State",2024-11-30,1,79,63,13,1,18,68,60,5,1,13
"East Texas A&M","East Texas A&M",2024-11-30,-1,71,58,6,1,18,71,58,6,1,18
"Eastern Kentucky","Eastern Kentucky",2024-11-30,-1,84,64,7,0,22,84,64,7,0,22
"Evansville","Delaware",2024-11-30,1,54,64,12,0,25,65,55,7,2,27
"Florida Gulf Coast","Chattanooga",2024-11-30,1,61,50,7,2,15,53,46,5,0,7
"Fresno State","Fresno State",2024-11-30,-1,41,48,2,1,11,41,48,2,1,11
"George Mason","George Mason",2024-11-30,-1,56,73,25,3,8,56,73,25,3,8
"Georgia Southern","Georgia Southern",2024-11-30,-1,60,66,9,0,6,60,66,9,0,6
"Grand Canyon","East Texas A&M",2024-11-30,1,110,68,10,0,15,71,58,6,1,18
"Green Bay","Norfolk State",2024-11-30,1,55,51,12,3,13,54,55,12,1,9
"Hawai'i","UT Martin",2024-11-30,1,47,45,12,0,19,39,48,10,1,18
"High Point","High Point",2024-11-30,-1,49,56,8,0,13,49,56,8,0,13
"Hofstra","Hofstra",2024-11-30,-1,70,63,12,0,16,70,63,12,0,16
"Houston","Pacific",2024-11-30,1,60,49,8,1,17,64,56,16,1,22
"Illinois State","High Point",2024-11-30,1,70,54,11,0,28,49,56,8,0,13
"Indiana State","Indiana State",2024-11-30,-1,68,56,8,1,28,68,56,8,1,28
"Iona","Iona",2024-11-30,-1,40,54,9,2,15,40,54,9,2,15
"Iowa State","Middle Tennessee",2024-11-30,1,75,53,6,0,11,59,54,7,0,20
"Jackson State","Morehead State",2024-11-30,1,57,55,9,0,22,87,66,10,0,25
"Jacksonville","Hofstra",2024-11-30,1,84,54,12,0,40,70,63,12,0,16
"Kansas","Auburn",2024-11-30,1,61,45,3,1,22,60,58,12,0,14
"Kansas City","UT Dallas",2024-11-30,1,94,67,15,3,30,60,51,10,2,17
"Lamar","Cleveland State",2024-11-30,1,52,57,14,0,13,79,53,9,1,27
"Le Moyne","Southern Indiana",2024-11-30,1,42,52,9,3,10,71,61,6,0,5
"Lehigh","Marist",2024-11-30,1,56,58,11,1,5,39,42,7,1,16
"Liberty","Christopher Newport University",2024-11-30,1,106,77,14,1,5,58,74,15,0,16
"Louisiana","Minnesota",2024-11-30,1,48,52,9,2,24,68,66,15,1,10
"Louisville","Louisville",2024-11-30,-1,79,59,16,0,23,79,59,16,0,23
"Loyola Chicago","South Carolina State",2024-11-30,1,67,55,12,1,7,39,39,10,2,13
"Loyola Maryland","Loyola Maryland",2024-11-30,-1,46,49,12,1,16,46,49,12,1,16
"Manhattan","Manhattan",2024-11-30,-1,61,56,13,0,6,61,56,13,0,6
"Marist","Marist",2024-11-30,-1,39,42,7,1,16,39,42,7,1,16
"Marquette","Maryland Eastern Shore",2024-11-30,1,74,62,16,1,18,48,50,11,0,20
"Maryland","George Mason",2024-11-30,1,66,55,21,0,27,56,73,25,3,8
"Maryland Eastern Shore","Maryland Eastern Shore",2024-11-30,-1,48,50,11,0,20,48,50,11,0,20
"Mercer","Mercer",2024-11-30,-1,70,54,12,2,30,70,54,12,2,30
"Middle Tennessee","Middle Tennessee",2024-11-30,-1,59,54,7,0,20,59,54,7,0,20
"Minnesota","Minnesota",2024-11-30,-1,68,66,15,1,10,68,66,15,1,10
"Missouri State","Texas Tech",2024-11-30,1,69,55,14,1,19,72,48,6,0,23
"Morehead State","Morehead State",2024-11-30,-1,87,66,10,0,25,87,66,10,0,25
"Navy","Toledo",2024-11-30,1,51,75,14,0,4,58,60,19,0,19
"Nevada","Southern Utah",2024-11-30,1,72,59,12,0,15,54,52,10,2,23
"New Mexico State","New Mexico State",2024-11-30,-1,61,47,7,0,16,61,47,7,0,16
"Nicholls","Nicholls",2024-11-30,-1,58,42,6,1,23,58,42,6,1,23
"Norfolk State","Norfolk State",2024-11-30,-1,54,55,12,1,9,54,55,12,1,9
"North Dakota","Valparaiso",2024-11-30,1,57,46,8,1,14,76,50,4,1,17
"North Florida","Samford",2024-11-30,1,79,59,13,0,25,71,53,7,0,18
"Northern Arizona","Tulane",2024-11-30,1,87,73,9,0,9,70,78,16,0,14
"Northern Colorado","Tabor",2024-11-30,1,93,70,15,0,8,46,43,3,5,4
"Northern Iowa","Northern Iowa",2024-11-30,-1,90,56,6,1,13,90,56,6,1,13
"Northern Kentucky","Eastern Kentucky",2024-11-30,1,75,57,10,1,30,84,64,7,0,22
"Notre Dame","Utah",2024-11-30,1,67,62,14,0,13,78,61,11,0,16
"Oakland","Oakland",2024-11-30,-1,56,52,7,0,17,56,52,7,0,17
"Oklahoma State","Oklahoma State",2024-11-30,-1,53,55,5,0,8,53,55,5,0,8
"Old Dominion","Oakland",2024-11-30,1,64,70,20,1,14,56,52,7,0,17
"Ole Miss","Alabama State",2024-11-30,1,89,64,18,0,24,24,42,9,1,9
"Omaha","Omaha",2024-11-30,-1,53,47,7,0,12,53,47,7,0,12
"Our Lady Of The Lake","Our Lady Of The Lake",2024-11-30,-1,37,45,3,0,16,37,45,3,0,16
"Pacific","Pacific",2024-11-30,-1,64,56,16,1,22,64,56,16,1,22
"Pennsylvania","Pennsylvania",2024-11-30,-1,64,63,8,1,14,64,63,8,1,14
"Pittsburgh","Northern Iowa",2024-11-30,1,74,59,8,0,4,90,56,6,1,13
"Portland","Portland",2024-11-30,-1,68,55,11,1,28,68,55,11,1,28
"Portland State","UC Davis",2024-11-30,1,66,62,11,0,13,61,64,19,0,8
"Providence","San Diego State",2024-11-30,1,55,55,13,2,16,54,50,7,2,14
"Purdue","Purdue",2024-11-30,-1,51,53,6,1,2,51,53,6,1,2
"Richmond","Oklahoma State",2024-11-30,1,57,53,8,2,13,53,55,5,0,8
"Rutgers","Georgia Southern",2024-11-30,1,77,73,14,0,17,60,66,9,0,6
"Saint Mary's","UC Riverside",2024-11-30,1,41,48,4,1,6,49,44,7,1,18
"Samford","Samford",2024-11-30,-1,71,53,7,0,18,71,53,7,0,18
"San Diego","Alabama A&M",2024-11-30,1,67,49,9,2,18,78,55,11,1,26
"San Diego State","San Diego State",2024-11-30,-1,54,50,7,2,14,54,50,7,2,14
"San José State","UMass Lowell",2024-11-30,1,68,49,8,0,33,67,53,9,0,21
"Santa Clara","New Mexico State",2024-11-30,1,49,48,10,0,26,61,47,7,0,16
"Seattle U","UC Santa Barbara",2024-11-30,1,62,46,7,1,17,72,60,13,1,17
"South Carolina","Purdue",2024-11-30,1,99,87,30,0,18,51,53,6,1,2
"South Carolina State","South Carolina State",2024-11-30,-1,39,39,10,2,13,39,39,10,2,13
"South Carolina Upstate","Bellarmine",2024-11-30,1,64,61,12,0,11,72,63,14,0,25
"South Florida","South Florida",2024-11-30,-1,46,59,7,3,4,46,59,7,3,4
"Southeast Missouri State","Indiana State",2024-11-30,1,65,60,8,0,9,68,56,8,1,28
"Southern Indiana","Southern Indiana",2024-11-30,-1,71,61,6,0,5,71,61,6,0,5
"Southern Utah","Southern Utah",2024-11-30,-1,54,52,10,2,23,54,52,10,2,23
"St. Bonaventure","St. Bonaventure",2024-11-30,-1,46,53,11,2,16,46,53,11,2,16
"Stephen F. Austin","Stephen F. Austin",2024-11-30,-1,81,47,5,0,22,81,47,5,0,22
"Stetson","Utah State",2024-11-30,1,84,59,10,0,19,76,76,21,1,12
"TCU","South Florida",2024-11-30,1,87,59,11,0,15,46,59,7,3,4
"Tabor","Tabor",2024-11-30,-1,46,43,3,5,4,46,43,3,5,4
"Tarleton State","Nicholls",2024-11-30,1,51,49,12,1,19,58,42,6,1,23
"Tennessee State","UNC Asheville",2024-11-30,1,92,72,19,0,27,87,78,19,0,19
"Texas","Texas",2024-11-30,-1,94,67,20,0,30,94,67,20,0,30
"Texas A&M-Corpus Christi","Our Lady Of The Lake",2024-11-30,1,72,70,23,2,8,37,45,3,0,16
"Texas State","Texas State",2024-11-30,-1,68,53,10,1,19,68,53,10,1,19
"Texas Tech","Texas Tech",2024-11-30,-1,72,48,6,0,23,72,48,6,0,23
"Toledo","Toledo",2024-11-30,-1,58,60,19,0,19,58,60,19,0,19
"Towson","Youngstown State",2024-11-30,1,68,47,12,0,25,57,56,7,0,7
"Tulane","Tulane",2024-11-30,-1,70,78,16,0,14,70,78,16,0,14
"UC Davis","UC Davis",2024-11-30,-1,61,64,19,0,8,61,64,19,0,8
"UC Irvine","UC Irvine",2024-11-30,-1,50,53,14,1,17,50,53,14,1,17
"UC Riverside","UC Riverside",2024-11-30,-1,49,44,7,1,18,49,44,7,1,18
"UC Santa Barbara","UC Santa Barbara",2024-11-30,-1,72,60,13,1,17,72,60,13,1,17
"UCLA","Fresno State",2024-11-30,1,97,73,15,0,16,41,48,2,1,11
"UMBC","Iona",2024-11-30,1,62,45,7,3,19,40,54,9,2,15
"UMass Lowell","UMass Lowell",2024-11-30,-1,67,53,9,0,21,67,53,9,0,21
"UNC Asheville","UNC Asheville",2024-11-30,-1,87,78,19,0,19,87,78,19,0,19
"UT Dallas","UT Dallas",2024-11-30,-1,60,51,10,2,17,60,51,10,2,17
"UT Martin","UT Martin",2024-11-30,-1,39,48,10,1,18,39,48,10,1,18
"UT Rio Grande Valley","Texas State",2024-11-30,1,59,58,15,0,20,68,53,10,1,19
"Utah","Utah",2024-11-30,-1,78,61,11,0,16,78,61,11,0,16
"Utah State","Utah State",2024-11-30,-1,76,76,21,1,12,76,76,21,1,12
"Utah Tech","Westcliff",2024-11-30,1,63,61,15,1,14,40,57,11,2,6
"Utah Valley","Omaha",2024-11-30,1,48,55,13,2,12,53,47,7,0,12
"VCU","Wisconsin",2024-11-30,1,45,62,17,0,5,58,51,8,2,9
"Valparaiso","Valparaiso",2024-11-30,-1,76,50,4,1,17,76,50,4,1,17
"Virginia","Wyoming",2024-11-30,1,66,59,9,0,19,71,60,13,1,30
"Washington State","Washington State",2024-11-30,-1,68,60,5,1,13,68,60,5,1,13
"West Virginia","West Virginia",2024-11-30,-1,82,67,12,0,13,82,67,12,0,13
"Westcliff","Westcliff",2024-11-30,-1,40,57,11,2,6,40,57,11,2,6
"Winthrop","Air Force",2024-11-30,1,47,45,6,2,13,62,56,14,3,8
"Wisconsin","Wisconsin",2024-11-30,-1,58,51,8,2,9,58,51,8,2,9
"Wyoming","Wyoming",2024-11-30,-1,71,60,13,1,30,71,60,13,1,30
"Youngstown State","Youngstown State",2024-11-30,-1,57,56,7,0,7,57,56,7,0,7
"Abilene Christian","Abilene Christian",2024-12-01,-1,87,61,10,0,9,87,61,10,0,9
"App State","App State",2024-12-01,-1,40,54,10,2,8,40,54,10,2,8
"Arkansas-Pine Bluff","North Alabama",2024-12-01,1,48,59,13,0,24,62,57,12,0,11
"Austin Peay","Austin Peay",2024-12-01,-1,59,56,14,1,16,59,56,14,1,16
"Ball State","South Dakota State",2024-12-01,1,55,55,11,2,19,63,47,8,2,18
"Baylor","Louisiana Tech",2024-12-01,1,98,76,18,0,18,54,54,4,0,17
"Bloomsburg","Bloomsburg",2024-12-01,-1,60,48,7,4,16,60,48,7,4,16
"Boise State","Butler",2024-12-01,1,64,56,9,0,15,70,45,8,0,23
"Boston University","Rider",2024-12-01,1,64,60,12,1,10,59,55,14,0,15
"Butler","Butler",2024-12-01,-1,70,45,8,0,23,70,45,8,0,23
"Central Arkansas","Central Arkansas",2024-12-01,-1,39,50,5,2,10,39,50,5,2,10
"Central Connecticut","Central Connecticut",2024-12-01,-1,38,61,7,1,22,38,61,7,1,22
"Central Michigan","Southern Utah",2024-12-01,1,70,61,16,1,19,61,68,12,1,9
"Charleston","North Dakota State",2024-12-01,1,59,70,18,0,16,72,48,6,1,21
"Charleston Southern","South Alabama",2024-12-01,1,60,59,14,1,16,55,65,17,2,10
"Charlotte","SE Louisiana",2024-12-01,1,53,41,8,0,32,62,54,6,1,20
"Clemson","Kennesaw State",2024-12-01,1,67,57,6,0,8,48,52,5,1,15
"Columbia","Columbia",2024-12-01,-1,61,64,11,5,14,61,64,11,5,14
"Cornell","Cornell",2024-12-01,-1,54,57,10,0,12,54,57,10,0,12
"Creighton","Creighton",2024-12-01,-1,81,63,11,0,26,81,63,11,0,26
"Dartmouth","New Hampshire",2024-12-01,1,57,53,10,1,23,64,60,11,0,12
"Dayton","Central Connecticut",2024-12-01,1,65,62,13,0,19,38,61,7,1,22
"DePaul","SIU Edwardsville",2024-12-01,1,66,65,13,0,11,42,62,18,1,12
"Duke","Columbia",2024-12-01,1,77,65,14,1,6,61,64,11,5,14
"Duquesne","St. Francis (PA)",2024-12-01,1,85,72,13,0,18,71,60,7,1,6
"East Tennessee State","Memphis",2024-12-01,1,78,60,11,1,22,71,66,17,1,20
"Eastern Michigan","Xavier",2024-12-01,1,72,50,6,2,14,60,56,8,0,2
"Florida A&M","Florida A&M",2024-12-01,-1,56,58,8,3,6,56,58,8,3,6
"Florida Atlantic","Austin Peay",2024-12-01,1,58,57,16,1,26,59,56,14,1,16
"Florida International","Abilene Christian",2024-12-01,1,67,44,8,2,11,87,61,10,0,9
"Fordham","Fordham",2024-12-01,-1,64,54,12,1,17,64,54,12,1,17
"Fresno State","UT Martin",2024-12-01,1,75,62,14,3,28,66,49,6,0,17
"Gardner-Webb","Gardner-Webb",2024-12-01,-1,52,59,13,1,14,52,59,13,1,14
"George Mason","George Mason",2024-12-01,-1,85,72,13,0,22,85,72,13,0,22
"Georgetown","Georgetown",2024-12-01,-1,69,53,7,0,20,69,53,7,0,20
"Georgia","Hampton",2024-12-01,1,74,55,15,0,26,76,60,7,2,14
"Georgia Tech","Florida A&M",2024-12-01,1,98,60,9,0,12,56,58,8,3,6
"Hampton","Hampton",2024-12-01,-1,76,60,7,2,14,76,60,7,2,14
"Hawai'i","UCLA",2024-12-01,1,49,53,8,2,18,70,57,16,2,26
"High Point","Santa Clara",2024-12-01,1,65,59,10,0,26,74,56,8,0,16
"Houston Christian","Southwestern University",2024-12-01,1,62,50,6,2,19,49,60,14,0,8
"Howard","Georgetown",2024-12-01,1,63,69,19,1,17,69,53,7,0,20
"Illinois State","New Mexico State",2024-12-01,1,82,47,6,0,25,66,54,9,0,21
"Indiana","Maine",2024-12-01,1,78,57,11,0,13,53,51,8,3,2
"Jacksonville State","Jacksonville State",2024-12-01,-1,45,59,9,2,3,45,59,9,2,3
"Kansas State","Central Arkansas",2024-12-01,1,86,58,9,0,15,39,50,5,2,10
"Kennesaw State","Kennesaw State",2024-12-01,-1,48,52,5,1,15,48,52,5,1,15
"LSU","North Carolina Central",2024-12-01,1,131,87,27,0,39,44,61,20,2,23
"La Salle","Temple",2024-12-01,1,68,70,17,0,15,73,64,11,0,16
"Lafayette","Lafayette",2024-12-01,-1,54,64,12,1,8,54,64,12,1,8
"Lehigh","Valparaiso",2024-12-01,1,77,53,10,1,22,59,48,9,2,22
"Long Beach State","Pepperdine",2024-12-01,1,68,81,22,0,10,61,60,6,2,11
"Long Island University","Northeastern",2024-12-01,1,63,55,8,1,20,61,53,12,3,9
"Louisiana Tech","Louisiana Tech",2024-12-01,-1,54,54,4,0,17,54,54,4,0,17
"Maine","Maine",2024-12-01,-1,53,51,8,3,2,53,51,8,3,2
"Marist","Marist",2024-12-01,-1,60,58,14,0,19,60,58,14,0,19
"Marshall","Salem University",2024-12-01,1,98,75,24,0,16,41,56,4,0,6
"Maryland","Maryland",2024-12-01,-1,92,63,9,0,23,92,63,9,0,23
"Massachusetts","Massachusetts",2024-12-01,-1,53,57,13,0,10,53,57,13,0,10
"Memphis","Memphis",2024-12-01,-1,71,66,17,1,20,71,66,17,1,20
"Miami","Quinnipiac",2024-12-01,1,83,61,8,0,18,74,68,7,1,4
"Miami (OH)","Miami (OH)",2024-12-01,-1,60,52,11,1,13,60,52,11,1,13
"Mississippi Valley State","Troy",2024-12-01,1,66,58,8,0,22,65,74,31,0,23
"Missouri","Jacksonville State",2024-12-01,1,79,61,10,0,15,45,59,9,2,3
"Monmouth","Lafayette",2024-12-01,1,60,56,12,1,24,54,64,12,1,8
"NJIT","NJIT",2024-12-01,-1,60,60,10,0,7,60,60,10,0,7
"Navy","George Mason",2024-12-01,1,63,64,12,1,17,85,72,13,0,22
"Nevada","Portland",2024-12-01,1,72,64,16,1,17,88,50,8,2,31
"New Hampshire","New Hampshire",2024-12-01,-1,64,60,11,0,12,64,60,11,0,12
"New Mexico","North Texas",2024-12-01,1,75,58,9,0,14,58,54,7,2,17
"New Mexico State","New Mexico State",2024-12-01,-1,66,54,9,0,21,66,54,9,0,21
"Niagara","Bloomsburg",2024-12-01,1,81,66,15,0,24,60,48,7,4,16
"North Alabama","North Alabama",2024-12-01,-1,62,57,12,0,11,62,57,12,0,11
"North Carolina Central","North Carolina Central",2024-12-01,-1,44,61,20,2,23,44,61,20,2,23
"North Dakota","Marist",2024-12-01,1,56,53,9,0,24,60,58,14,0,19
"North Dakota State","North Dakota State",2024-12-01,-1,72,48,6,1,21,72,48,6,1,21
"North Texas","North Texas",2024-12-01,-1,58,54,7,2,17,58,54,7,2,17
"Northeastern","Northeastern",2024-12-01,-1,61,53,12,3,9,61,53,12,3,9
"Northwestern","Cornell",2024-12-01,1,67,65,13,0,8,54,57,10,0,12
"Pepperdine","Pepperdine",2024-12-01,-1,61,60,6,2,11,61,60,6,2,11
"Portland","Portland",2024-12-01,-1,88,50,8,2,31,88,50,8,2,31
"Quinnipiac","Quinnipiac",2024-12-01,-1,74,68,7,1,4,74,68,7,1,4
"Rider","Rider",2024-12-01,-1,59,55,14,0,15,59,55,14,0,15
"SE Louisiana","SE Louisiana",2024-12-01,-1,62,54,6,1,20,62,54,6,1,20
"SIU Edwardsville","SIU Edwardsville",2024-12-01,-1,42,62,18,1,12,42,62,18,1,12
"Sacramento State","Wagner",2024-12-01,1,73,53,14,0,15,34,49,11,0,12
"Saint Joseph's","Villanova",2024-12-01,1,65,58,14,0,27,81,59,7,0,16
"Saint Peter's","NJIT",2024-12-01,1,65,56,17,0,17,60,60,10,0,7
"Salem University","Salem University",2024-12-01,-1,41,56,4,0,6,41,56,4,0,6
"Santa Clara","Santa Clara",2024-12-01,-1,74,56,8,0,16,74,56,8,0,16
"Siena","Massachusetts",2024-12-01,1,57,54,5,0,5,53,57,13,0,10
"South Alabama","South Alabama",2024-12-01,-1,55,65,17,2,10,55,65,17,2,10
"South Dakota State","South Dakota State",2024-12-01,-1,63,47,8,2,18,63,47,8,2,18
"Southern Miss","Southern Miss",2024-12-01,-1,66,60,17,0,20,66,60,17,0,20
"Southern Utah","Southern Utah",2024-12-01,-1,61,68,12,1,9,61,68,12,1,9
"Southwestern University","Southwestern University",2024-12-01,-1,49,60,14,0,8,49,60,14,0,8
"St. Francis (PA)","St. Francis (PA)",2024-12-01,-1,71,60,7,1,6,71,60,7,1,6
"St. Thomas-Minnesota","UIC",2024-12-01,1,75,56,10,0,18,71,55,10,0,15
"Stonehill","UAlbany",2024-12-01,1,59,51,11,1,11,80,61,13,1,7
"Stony Brook","Fordham",2024-12-01,1,55,52,11,1,14,64,54,12,1,17
"Syracuse","Yale",2024-12-01,1,78,62,17,0,29,50,65,18,1,8
"Temple","Temple",2024-12-01,-1,73,64,11,0,16,73,64,11,0,16
"Texas","Texas",2024-12-01,-1,78,58,18,2,33,78,58,18,2,33
"Toledo","Maryland",2024-12-01,1,70,53,7,0,27,92,63,9,0,23
"Troy","Troy",2024-12-01,-1,65,74,31,0,23,65,74,31,0,23
"Tulsa","Creighton",2024-12-01,1,59,61,5,1,8,81,63,11,0,26
"UAB","Southern Miss",2024-12-01,1,87,57,9,0,12,66,60,17,0,20
"UAlbany","UAlbany",2024-12-01,-1,80,61,13,1,7,80,61,13,1,7
"UCLA","UCLA",2024-12-01,-1,70,57,16,2,26,70,57,16,2,26
"UIC","UIC",2024-12-01,-1,71,55,10,0,15,71,55,10,0,15
"UT Martin","UT Martin",2024-12-01,-1,66,49,6,0,17,66,49,6,0,17
"Valparaiso","Valparaiso",2024-12-01,-1,59,48,9,2,22,59,48,9,2,22
"Vanderbilt","App State",2024-12-01,1,94,77,18,0,15,40,54,10,2,8
"Villanova","Villanova",2024-12-01,-1,81,59,7,0,16,81,59,7,0,16
"Wagner","Wagner",2024-12-01,-1,34,49,11,0,12,34,49,11,0,12
"Wake Forest","Gardner-Webb",2024-12-01,1,73,64,9,1,8,52,59,13,1,14
"West Virginia","Texas",2024-12-01,1,73,48,5,1,23,78,58,18,2,33
"Western Kentucky","Miami (OH)",2024-12-01,1,79,51,8,1,18,60,52,11,1,13
"Xavier","Xavier",2024-12-01,-1,60,56,8,0,2,60,56,8,0,2
"Yale","Yale",2024-12-01,-1,50,65,18,1,8,50,65,18,1,8
"Alabama","Georgia State",2024-12-02,1,98,76,25,0,23,49,54,4,1,22
"Alcorn State","Arkansas Baptist",2024-12-02,1,71,71,27,4,28,47,59,14,2,14
"Arizona","Seattle U",2024-12-02,1,78,58,16,0,18,43,53,12,2,9
"Arkansas Baptist","Arkansas Baptist",2024-12-02,-1,47,59,14,2,14,47,59,14,2,14
"Canisius","Illinois",2024-12-02,1,55,47,4,3,6,68,63,15,0,10
"Central Methodist","Central Methodist",2024-12-02,-1,38,55,10,0,2,38,55,10,0,2
"Florida","Hofstra",2024-12-02,1,75,58,15,0,25,48,54,14,2,21
"Georgia State","Georgia State",2024-12-02,-1,49,54,4,1,22,49,54,4,1,22
"Hofstra","Hofstra",2024-12-02,-1,48,54,14,2,21,48,54,14,2,21
"Illinois","Illinois",2024-12-02,-1,68,63,15,0,10,68,63,15,0,10
"Penn State","St. John's",2024-12-02,1,67,52,9,1,17,72,60,5,1,9
"Prairie View A&M","Prairie View A&M",2024-12-02,-1,45,59,9,0,12,45,59,9,0,12
"Presbyterian","Queens University",2024-12-02,1,47,60,18,5,10,60,57,10,0,15
"Queens University","Queens University",2024-12-02,-1,60,57,10,0,15,60,57,10,0,15
"San Francisco","San Francisco",2024-12-02,-1,53,45,13,4,12,53,45,13,4,12
"Seattle U","Seattle U",2024-12-02,-1,43,53,12,2,9,43,53,12,2,9
"Seton Hall","San Francisco",2024-12-02,1,59,51,10,0,16,53,45,13,4,12
"Southern Illinois","Central Methodist",2024-12-02,1,74,77,26,0,22,38,55,10,0,2
"St. John's","St. John's",2024-12-02,-1,72,60,5,1,9,72,60,5,1,9
"Wichita State","Prairie View A&M",2024-12-02,1,74,66,14,0,20,45,59,9,0,12
"Arkansas State","Arkansas State",2024-12-03,-1,49,54,14,1,17,49,54,14,1,17
"Bradley","Bradley",2024-12-03,-1,75,58,10,0,13,75,58,10,0,13
"California Baptist","California Baptist",2024-12-03,-1,52,59,15,4,14,52,59,15,4,14
"Central Connecticut","Central Connecticut",2024-12-03,-1,49,45,5,1,10,49,45,5,1,10
"Charleston","Charleston",2024-12-03,-1,86,66,11,1,14,86,66,11,1,14
"Charleston Southern","Charleston",2024-12-03,1,45,53,7,2,8,86,66,11,1,14
"Chicago State","Bradley",2024-12-03,1,57,59,9,1,11,75,58,10,0,13
"Cincinnati","Central Connecticut",2024-12-03,1,78,58,14,0,38,49,45,5,1,10
"Colorado","Tennessee Tech",2024-12-03,1,91,63,10,0,8,79,59,8,0,14
"Coppin State","Coppin State",2024-12-03,-1,63,59,12,1,13,63,59,12,1,13
"Eastern Illinois","Eastern Illinois",2024-12-03,-1,43,64,14,1,7,43,64,14,1,7
"Fairfield","Staten Island",2024-12-03,1,94,75,17,0,8,47,48,7,1,17
"George Mason","George Mason",2024-12-03,-1,87,68,15,0,11,87,68,15,0,11
"George Washington","George Mason",2024-12-03,1,55,50,13,1,16,87,68,15,0,11
"Grambling","Grambling",2024-12-03,-1,56,71,16,0,9,56,71,16,0,9
"Holy Cross","Holy Cross",2024-12-03,-1,52,49,4,2,8,52,49,4,2,8
"Indiana State","Indiana State",2024-12-03,-1,67,67,17,1,18,67,67,17,1,18
"Iowa State","South Carolina Upstate",2024-12-03,1,92,76,17,0,20,35,48,5,0,2
"Kansas State","Eastern Illinois",2024-12-03,1,90,66,11,1,8,43,64,14,1,7
"La Salle","La Salle",2024-12-03,-1,55,51,8,5,9,55,51,8,5,9
"Lindenwood","Lindenwood",2024-12-03,-1,48,55,12,1,10,48,55,12,1,10
"Little Rock","Arkansas State",2024-12-03,1,59,54,10,0,9,49,54,14,1,17
"Loyola Chicago","La Salle",2024-12-03,1,45,57,14,1,4,55,51,8,5,9
"Marquette","Indiana State",2024-12-03,1,83,77,20,0,11,67,67,17,1,18
"Maryland","Mount St. Mary's",2024-12-03,1,87,63,12,0,25,52,56,4,1,12
"Minnesota","North Florida",2024-12-03,1,90,60,8,0,17,44,56,10,1,10
"Mount St. Mary's","Mount St. Mary's",2024-12-03,-1,52,56,4,1,12,52,56,4,1,12
"Murray State","Murray State",2024-12-03,-1,91,61,14,0,30,91,61,14,0,30
"NJIT","Coppin State",2024-12-03,1,61,61,13,0,6,63,59,12,1,13
"Nebraska","Lindenwood",2024-12-03,1,69,64,17,0,12,48,55,12,1,10
"North Florida","North Florida",2024-12-03,-1,44,56,10,1,10,44,56,10,1,10
"Ohio","Ohio Christian",2024-12-03,1,97,80,17,0,16,37,63,7,0,2
"Ohio Christian","Ohio Christian",2024-12-03,-1,37,63,7,0,2,37,63,7,0,2
"Oregon State","Grambling",2024-12-03,1,63,56,15,2,28,56,71,16,0,9
"Saint Louis","Murray State",2024-12-03,1,66,69,11,0,12,91,61,14,0,30
"South Carolina Upstate","South Carolina Upstate",2024-12-03,-1,35,48,5,0,2,35,48,5,0,2
