"season","series_idx","round","opening","fmt","bestof","winner","w_seed","wW","wL","loser","l_seed","lW","lL","ww","wl","comparable","higher_won"
2022,7,"First Round",TRUE,"bo3 2-1 (22-24)",3,"Seattle Storm","4",22,14,"Washington Mystics","5",22,14,2,0,TRUE,TRUE
2023,1,"Finals",FALSE,"bo5",5,"Las Vegas Aces","1",34,6,"New York Liberty","2",32,8,3,1,TRUE,TRUE
2023,2,"Semifinals",FALSE,"bo5",5,"Las Vegas Aces","1",34,6,"Dallas Wings","4",22,18,3,0,TRUE,TRUE
2023,3,"Semifinals",FALSE,"bo5",5,"New York Liberty","2",32,8,"Connecticut Sun","3",27,13,3,1,TRUE,TRUE
2023,4,"First Round",TRUE,"bo3 2-1 (22-24)",3,"Connecticut Sun","3",27,13,"Minnesota Lynx","6",19,21,2,1,TRUE,TRUE
2023,5,"First Round",TRUE,"bo3 2-1 (22-24)",3,"Dallas Wings","4",22,18,"Atlanta Dream","5",19,21,2,0,TRUE,TRUE
2023,6,"First Round",TRUE,"bo3 2-1 (22-24)",3,"Las Vegas Aces","1",34,6,"Chicago Sky","8",18,22,2,0,TRUE,TRUE
2023,7,"First Round",TRUE,"bo3 2-1 (22-24)",3,"New York Liberty","2",32,8,"Washington Mystics","7",19,21,2,0,TRUE,TRUE
2024,1,"Finals",FALSE,"bo5",5,"New York Liberty","1",32,8,"Minnesota Lynx","2",30,10,3,2,TRUE,TRUE
2024,2,"Semifinals",FALSE,"bo5",5,"Minnesota Lynx","2",30,10,"Connecticut Sun","3",28,12,3,2,TRUE,TRUE
2024,3,"Semifinals",FALSE,"bo5",5,"New York Liberty","1",32,8,"Las Vegas Aces","4",27,13,3,1,TRUE,TRUE
2024,4,"First Round",TRUE,"bo3 2-1 (22-24)",3,"Connecticut Sun","3",28,12,"Indiana Fever","6",20,20,2,0,TRUE,TRUE
2024,5,"First Round",TRUE,"bo3 2-1 (22-24)",3,"Las Vegas Aces","4",27,13,"Seattle Storm","5",25,15,2,0,TRUE,TRUE
2024,6,"First Round",TRUE,"bo3 2-1 (22-24)",3,"Minnesota Lynx","2",30,10,"Phoenix Mercury","7",19,21,2,0,TRUE,TRUE
2024,7,"First Round",TRUE,"bo3 2-1 (22-24)",3,"New York Liberty","1",32,8,"Atlanta Dream","8",15,25,2,0,TRUE,TRUE
2025,1,"Finals",FALSE,"bo7",7,"Las Vegas Aces","2",30,14,"Phoenix Mercury","4",27,17,4,0,TRUE,TRUE
2025,2,"Semifinals",FALSE,"bo5",5,"Las Vegas Aces","2",30,14,"Indiana Fever","6",24,20,3,2,TRUE,TRUE
2025,3,"Semifinals",FALSE,"bo5",5,"Phoenix Mercury","4",27,17,"Minnesota Lynx","1",34,10,3,1,TRUE,FALSE
2025,4,"First Round",TRUE,"bo3 1-1-1 (25)",3,"Indiana Fever","6",24,20,"Atlanta Dream","3",30,14,2,1,TRUE,FALSE
2025,5,"First Round",TRUE,"bo3 1-1-1 (25)",3,"Las Vegas Aces","2",30,14,"Seattle Storm","7",23,21,2,1,TRUE,TRUE
2025,6,"First Round",TRUE,"bo3 1-1-1 (25)",3,"Minnesota Lynx","1",34,10,"Golden State Valkyries","8",23,21,2,0,TRUE,TRUE
2025,7,"First Round",TRUE,"bo3 1-1-1 (25)",3,"Phoenix Mercury","4",27,17,"New York Liberty","5",27,17,2,1,TRUE,TRUE
